image,source_image,width,height,box_count,has_transcription,source_bytes,output_bytes,frame_transform
image_0040.jpg,image_0040.jpeg,1200,1600,1,1,2452933,366143,raw
image_0041.jpg,image_0041.jpeg,1200,1600,1,1,1870707,238658,raw
image_0042.jpg,image_0042.jpeg,1200,1600,1,1,1512498,171219,raw
image_0043.jpg,image_0043.jpeg,1200,1600,1,1,2853039,451658,raw
image_0044.jpg,image_0044.jpeg,1200,1600,1,1,2388693,365392,raw
image_0045.jpg,image_0045.jpeg,1200,1600,1,1,2381314,352330,raw
image_0046.jpg,image_0046.jpeg,1200,1600,1,1,2453492,360857,raw
image_0047.jpg,image_0047.jpeg,1200,1600,1,1,2351571,283665,raw
image_0048.jpg,image_0048.jpeg,1200,1600,1,1,2381049,300812,raw
image_0049.jpg,image_0049.jpeg,1200,1600,1,1,2392738,313839,raw
image_0050.jpg,image_0050.jpeg,1200,1600,1,1,1989292,307990,raw
image_0051.jpg,image_0051.jpeg,1200,1600,1,1,1829173,225291,raw
image_0052.jpg,image_0052.jpeg,1200,1600,1,1,2100849,256450,raw
image_0053.jpg,image_0053.jpeg,1200,1600,1,1,2041436,333486,raw
image_0054.jpg,image_0054.jpeg,1200,1600,1,1,2788885,390717,raw
image_0055.jpg,image_0055.jpeg,1200,1600,1,1,2149864,288575,raw
image_0056.jpg,image_0056.jpeg,1200,1600,1,1,2578940,331218,raw
image_0057.jpg,image_0057.jpeg,1200,1600,1,1,1651132,239348,raw
image_0058.jpg,image_0058.jpeg,1200,1600,1,1,2507452,327980,raw
image_0059.jpg,image_0059.jpeg,1200,1600,1,1,2239167,361065,raw
image_0060.jpg,image_0060.jpeg,1200,1600,1,1,2214438,292315,raw
image_0061.jpg,image_0061.jpeg,1200,1600,1,1,2184866,336071,raw
image_0062.jpg,image_0062.jpeg,1200,1600,1,1,2522017,346411,raw
image_0063.jpg,image_0063.jpeg,1200,1600,1,1,2440844,340638,raw
image_0064.jpg,image_0064.jpeg,1200,1600,1,1,2559932,369380,raw
image_0065.jpg,image_0065.jpeg,1200,1600,1,1,2681392,407407,raw
image_0066.jpg,image_0066.jpeg,1200,1600,1,1,2758830,414491,raw
image_0067.jpg,image_0067.jpeg,1200,1600,1,1,1580859,203317,raw
image_0068.jpg,image_0068.jpeg,1200,1600,1,1,1866329,246540,raw
image_0069.jpg,image_0069.jpeg,1200,1600,1,1,2515005,378594,raw
image_0070.jpg,image_0070.jpeg,1200,1600,1,1,2047114,266731,raw
image_0071.jpg,image_0071.jpeg,1200,1600,1,1,2638865,400929,raw
image_0072.jpg,image_0072.jpeg,1200,1600,1,1,2917802,429865,raw
image_0073.jpg,image_0073.jpeg,1200,1600,1,1,2557744,386279,raw
image_0074.jpg,image_0074.jpeg,1200,1600,1,1,2422253,367486,raw
image_0075.jpg,image_0075.jpeg,1200,1600,1,1,1728834,240177,raw
image_0076.jpg,image_0076.jpeg,1200,1600,1,1,2552575,346359,raw
image_0077.jpg,image_0077.jpeg,1200,1600,1,1,3316634,320219,rotate_90_ccw
image_0078.jpg,image_0078.jpeg,1200,1600,1,1,4464837,383425,rotate_90_cw
image_0079.jpg,image_0079.jpeg,1600,1200,1,1,4302121,365807,raw
image_0080.jpg,image_0080.jpeg,1600,1200,1,1,3619955,313000,raw
image_0081.jpg,image_0081.jpeg,1600,1200,1,1,3274900,226404,raw
image_0082.jpg,image_0082.jpeg,1600,1200,1,1,4347067,358610,raw
image_0083.jpg,image_0083.jpeg,1600,1200,1,1,3657578,292227,raw
image_0084.jpg,image_0084.jpeg,1600,1200,1,1,3703646,291507,raw
image_0085.jpg,image_0085.jpeg,1600,1200,1,1,3768252,291441,raw
image_0086.jpg,image_0086.jpeg,1600,1200,1,1,3654508,364732,raw
image_0087.jpg,image_0087.jpeg,1600,1200,1,1,2651986,212865,raw
image_0088.jpg,image_0088.jpeg,1600,1200,1,1,3830474,286267,raw
image_0089.jpg,image_0089.jpeg,1600,1200,1,1,4044368,338404,raw
image_0090.jpg,image_0090.jpeg,1600,1200,1,1,3540891,254845,raw
image_0091.jpg,image_0091.jpeg,1600,1200,1,1,4211802,333434,raw
image_0092.jpg,image_0092.jpeg,1200,1600,1,1,4478228,408842,raw
image_0093.jpg,image_0093.jpeg,1200,1600,1,1,3570956,359511,raw
image_0094.jpg,image_0094.jpeg,1200,1600,1,1,3801824,333032,rotate_90_cw
image_0095.jpg,image_0095.jpeg,1200,1600,1,1,3650807,335467,rotate_90_cw
image_0096.jpg,image_0096.jpeg,1200,1600,1,1,4073156,358674,rotate_90_cw
image_0097.jpg,image_0097.jpeg,1600,1200,1,1,3193849,226622,raw
image_0098.jpg,image_0098.jpeg,1200,1600,1,1,3466026,366957,raw
image_0099.jpg,image_0099.jpeg,1200,1600,1,1,3428707,322035,raw
image_0100.jpg,image_0100.jpeg,1200,1600,1,1,3668785,324381,rotate_90_cw
image_0101.jpg,image_0101.jpeg,1200,1600,1,1,3712744,331784,rotate_90_cw
image_0102.jpg,image_0102.jpeg,1200,1600,1,1,3445501,343734,raw
image_0103.jpg,image_0103.jpeg,1200,1600,1,1,3631078,275135,raw
image_0104.jpg,image_0104.jpeg,1600,1200,1,1,4123818,310250,raw
image_0105.jpg,image_0105.jpeg,1200,1600,1,1,3916196,481389,raw
image_0106.jpg,image_0106.jpeg,1200,1600,1,1,2898962,269682,raw
image_0107.jpg,image_0107.jpeg,1200,1600,1,1,3346021,266277,raw
image_0108.jpg,image_0108.jpeg,1200,1600,1,1,3076819,257863,raw
image_0109.jpg,image_0109.jpeg,1200,1600,1,1,3019396,249670,raw
image_0110.jpg,image_0110.jpeg,1200,1600,1,1,2759228,244519,raw
image_0111.jpg,image_0111.jpeg,1200,1600,1,1,3031306,242845,raw
image_0112.jpg,image_0112.jpeg,1200,1600,1,1,3032047,289384,raw
image_0113.jpg,image_0113.jpeg,1600,1200,0,0,3296102,274136,raw_no_box_swapped
image_0114.jpg,image_0114.jpeg,1200,1600,1,1,3234655,262851,rotate_90_cw
image_0115.jpg,image_0115.jpeg,1600,1200,0,0,2770980,229515,raw_no_box_swapped
image_0116.jpg,image_0116.jpeg,1200,1600,1,1,3024872,310696,raw
image_0117.jpg,image_0117.jpeg,1200,1600,1,1,3267757,342407,raw
image_0118.jpg,image_0118.jpeg,1200,1600,1,1,3440263,439187,raw
image_0119.jpg,image_0119.jpeg,1200,1600,0,0,2989437,306901,raw
image_0120.jpg,image_0120.jpeg,1600,1200,1,1,3727678,340942,raw
image_0121.jpg,image_0121.jpeg,1600,1200,1,1,3862068,412886,raw
image_0122.jpg,image_0122.jpeg,1200,1600,1,1,3258506,398429,raw
image_0123.jpg,image_0123.jpeg,1200,1600,1,1,3153061,273639,raw
image_0124.jpg,image_0124.jpeg,1200,1600,1,1,3154767,358111,raw
image_0125.jpg,image_0125.jpeg,1200,1600,1,1,3438872,401021,raw
image_0126.jpg,image_0126.jpeg,1200,1600,1,1,3655419,432234,raw
image_0127.jpg,image_0127.jpeg,1200,1600,1,1,3703816,407973,raw
image_0128.jpg,image_0128.jpeg,1200,1600,1,1,3762023,405088,raw
image_0129.jpg,image_0129.jpeg,1200,1600,1,1,4040623,333198,rotate_90_cw
image_0130.jpg,image_0130.jpeg,1600,1200,1,1,3688427,301150,raw
image_0131.jpg,image_0131.jpeg,1200,1600,1,1,3224497,343898,rotate_90_cw
image_0132.jpg,image_0132.jpeg,1200,1600,1,1,4166266,338921,rotate_90_ccw
image_0133.jpg,image_0133.jpeg,1600,1200,1,1,3547048,264470,raw
image_0134.jpg,image_0134.jpeg,1600,1200,1,1,3596321,321819,raw
image_0135.jpg,image_0135.jpeg,1200,1600,1,1,3109081,242701,rotate_90_ccw
image_0136.jpg,image_0136.jpeg,1200,1600,1,1,4196492,345488,rotate_90_cw
image_0137.jpg,image_0137.jpeg,1200,1600,1,1,4265425,345578,rotate_90_cw
image_0138.jpg,image_0138.jpeg,1200,1600,1,1,4427607,386782,rotate_90_cw
image_0139.jpg,image_0139.jpeg,1200,1600,1,1,4129188,361175,rotate_90_cw
image_0140.jpg,image_0140.jpeg,1200,1600,1,1,3762345,310049,rotate_90_cw
image_0141.jpg,image_0141.jpeg,1200,1600,1,1,3693936,278173,rotate_90_cw
image_0142.jpg,image_0142.jpeg,1600,1200,0,0,3476411,268595,raw_no_box_swapped
image_0143.jpg,image_0143.jpeg,1200,1600,1,1,4135816,457152,rotate_90_ccw
image_0144.jpg,image_0144.jpeg,1600,1200,0,0,4183341,318603,raw_no_box_swapped
image_0145.jpg,image_0145.jpeg,1200,1600,1,1,4087137,354871,rotate_90_cw
image_0146.jpg,image_0146.jpeg,1200,1600,1,1,3910822,357802,rotate_90_ccw
image_0147.jpg,image_0147.jpeg,1200,1600,1,1,3048959,312457,rotate_90_ccw
image_0148.jpg,image_0148.jpeg,1200,1600,1,1,3768054,366105,rotate_90_ccw
image_0149.jpg,image_0149.jpeg,1200,1600,1,1,3241965,269854,rotate_90_cw
image_0150.jpg,image_0150.jpeg,1200,1600,1,1,3621359,322244,rotate_90_ccw
image_0151.jpg,image_0151.jpeg,1200,1600,1,1,3271437,239710,rotate_90_cw
image_0152.jpg,image_0152.jpeg,1200,1600,1,1,4405543,463651,rotate_90_cw
image_0153.jpg,image_0153.jpeg,1200,1600,1,1,3527601,248848,rotate_90_cw
image_0154.jpg,image_0154.jpeg,1200,1600,1,1,3097921,199432,rotate_90_cw
image_0155.jpg,image_0155.jpeg,1200,1600,1,1,4306244,379582,rotate_90_cw
image_0156.jpg,image_0156.jpeg,1200,1600,1,1,3956397,374210,rotate_90_ccw
image_0157.jpg,image_0157.jpeg,1200,1600,1,1,4667993,417835,rotate_90_cw
image_0158.jpg,image_0158.jpeg,1200,1600,1,1,4541840,407770,rotate_90_cw
image_0159.jpg,image_0159.jpeg,1600,1200,0,0,3851104,273226,raw_no_box_swapped
image_0160.jpg,image_0160.jpeg,1200,1600,1,1,3362266,309720,rotate_90_ccw
image_0161.jpg,image_0161.jpeg,1200,1600,1,1,3859593,318863,rotate_90_cw
image_0162.jpg,image_0162.jpeg,1200,1600,1,1,4019812,319028,rotate_90_cw
image_0163.jpg,image_0163.jpeg,1600,1200,1,1,3231026,262014,raw
image_0164.jpg,image_0164.jpeg,1600,1200,1,1,4201025,322033,raw
image_0165.jpg,image_0165.jpeg,1600,1200,0,0,4375310,347655,raw
image_0166.jpg,image_0166.jpeg,1600,1200,0,0,3193578,211255,raw_no_box_swapped
image_0167.jpg,image_0167.jpeg,1600,1200,0,0,4072957,353513,raw
image_0168.jpg,image_0168.jpeg,1600,1200,0,0,3925068,288517,raw_no_box_swapped
image_0169.jpg,image_0169.jpeg,1600,1200,0,0,4479516,340361,raw_no_box_swapped
image_0170.jpg,image_0170.jpeg,1600,1200,0,0,3844083,380346,raw
image_0171.jpg,image_0171.jpeg,1600,1200,0,0,3671257,352876,raw
image_0172.jpg,image_0172.jpeg,1600,1200,0,0,4244859,330918,raw
image_0173.jpg,image_0173.jpeg,1600,1200,0,0,4176248,346691,raw
image_0174.jpg,image_0174.jpeg,1600,1200,0,0,4035033,339655,raw
image_0175.jpg,image_0175.jpeg,1200,1600,1,1,3947594,286210,rotate_90_cw
image_0176.jpg,image_0176.jpeg,1200,1600,1,1,3476564,265280,rotate_90_cw
image_0177.jpg,image_0177.jpeg,1200,1600,1,1,3983520,295042,raw
image_0178.jpg,image_0178.jpeg,1200,1600,1,1,4122324,309184,rotate_90_cw
image_0179.jpg,image_0179.jpeg,1600,1200,0,0,3802694,389750,raw_no_box_swapped
image_0180.jpg,image_0180.jpeg,1600,1200,0,0,4516840,344793,raw_no_box_swapped
image_0181.jpg,image_0181.jpeg,1200,1600,1,1,4016442,335703,rotate_90_cw
image_0182.jpg,image_0182.jpeg,1200,1600,1,1,4302897,355202,rotate_90_cw
image_0183.jpg,image_0183.jpeg,1200,1600,1,1,4093847,330742,rotate_90_cw
image_0184.jpg,image_0184.jpeg,1200,1600,1,1,4028590,318799,rotate_90_cw
image_0185.jpg,image_0185.jpeg,1200,1600,1,1,4207613,342048,rotate_90_cw
image_0186.jpg,image_0186.jpeg,1200,1600,1,1,4448577,491238,rotate_90_cw
image_0187.jpg,image_0187.jpeg,1600,1200,0,0,4244942,390307,raw_no_box_swapped
image_0188.jpg,image_0188.jpeg,1200,1600,1,1,3917083,364185,rotate_90_cw
image_0189.jpg,image_0189.jpeg,1200,1600,1,1,4268992,377690,rotate_90_cw
image_0190.jpg,image_0190.jpeg,1600,1200,0,0,4984527,436336,raw
image_0191.jpg,image_0191.jpeg,1600,1200,1,1,4784784,399905,raw
image_0192.jpg,image_0192.jpeg,1200,1600,1,1,4253361,359420,rotate_90_ccw
image_0193.jpg,image_0193.jpeg,1600,1200,1,1,4523595,383410,raw
image_0194.jpg,image_0194.jpeg,1200,1600,1,1,4070698,344045,rotate_90_cw
image_0195.jpg,image_0195.jpeg,1200,1600,1,1,3874276,390170,rotate_90_cw
image_0196.jpg,image_0196.jpeg,1200,1600,1,1,3989796,348412,rotate_90_cw
image_0197.jpg,image_0197.jpeg,1600,1200,1,1,3656310,252274,raw
image_0198.jpg,image_0198.jpeg,1600,1200,1,1,3502312,273896,raw
image_0199.jpg,image_0199.jpeg,1200,1600,1,1,3973703,322211,rotate_90_cw
image_0200.jpg,image_0200.jpeg,1200,1600,1,1,3503327,279739,rotate_90_cw
image_0201.jpg,image_0201.jpeg,1200,1600,1,1,3817757,319524,rotate_90_ccw
image_0202.jpg,image_0202.jpeg,1200,1600,1,1,4021316,315317,rotate_90_cw
image_0203.jpg,image_0203.jpeg,1200,1600,1,1,3815786,293695,rotate_90_cw
image_0204.jpg,image_0204.jpeg,1200,1600,1,1,3565445,254851,rotate_90_cw
image_0205.jpg,image_0205.jpeg,1200,1600,1,1,3653808,259314,raw
image_0206.jpg,image_0206.jpeg,1200,1600,1,1,3876294,297073,rotate_90_cw
image_0207.jpg,image_0207.jpeg,1200,1600,1,1,2124218,322343,raw
image_0208.jpg,image_0208.jpeg,1600,1200,1,1,2420844,358936,raw
image_0209.jpg,image_0209.jpeg,1200,1600,1,1,1981217,282176,raw
image_0210.jpg,image_0210.jpeg,1200,1600,1,1,2658650,394480,raw
image_0211.jpg,image_0211.jpeg,1200,1600,1,1,2711453,412114,raw
image_0212.jpg,image_0212.jpeg,1600,1200,1,1,2744409,409326,raw
image_0213.jpg,image_0213.jpeg,1200,1600,1,1,2624553,397806,raw
image_0214.jpg,image_0214.jpeg,1200,1600,1,1,2195439,274293,raw
image_0215.jpg,image_0215.jpeg,1200,1600,1,1,2014561,228483,raw
image_0216.jpg,image_0216.jpeg,1600,1200,1,1,2725517,344309,raw
image_0217.jpg,image_0217.jpeg,1200,1600,1,1,1987615,278903,raw
image_0218.jpg,image_0218.jpeg,1200,1600,1,1,1845940,277720,raw
image_0219.jpg,image_0219.jpeg,1200,1600,1,1,2353565,315526,raw
image_0220.jpg,image_0220.jpeg,1600,1200,1,1,3247620,441161,raw
image_0221.jpg,image_0221.jpeg,1200,1600,1,1,4711689,359327,raw
image_0222.jpg,image_0222.jpeg,1200,1600,1,1,1864315,222376,raw
image_0223.jpg,image_0223.jpeg,1200,1600,1,1,2490357,358409,raw
image_0224.jpg,image_0224.jpeg,1600,1200,1,1,1694318,172386,raw
image_0225.jpg,image_0225.jpeg,1200,1600,1,1,2435220,350994,raw
image_0226.jpg,image_0226.jpeg,1200,1600,1,1,2350652,281195,raw
image_0227.jpg,image_0227.jpeg,1200,1600,1,1,2473938,316074,raw
image_0228.jpg,image_0228.jpeg,1600,1200,1,1,2298333,258636,raw
image_0229.jpg,image_0229.jpeg,1200,1600,1,1,2732630,374423,raw
image_0230.jpg,image_0230.jpeg,1200,1600,1,1,2443288,318457,raw
image_0231.jpg,image_0231.jpeg,1200,1600,1,1,2337214,349602,raw
image_0232.jpg,image_0232.jpeg,1600,1200,1,1,2435607,335898,raw
image_0233.jpg,image_0233.jpeg,1200,1600,1,1,2585918,354798,raw
image_0234.jpg,image_0234.jpeg,1200,1600,1,1,2715063,407538,raw
image_0235.jpg,image_0235.jpeg,1200,1600,1,1,2577651,370766,raw
image_0236.jpg,image_0236.jpeg,1600,1200,1,1,2963953,407154,raw
image_0237.jpg,image_0237.jpeg,1200,1600,1,1,2554428,370299,raw
image_0238.jpg,image_0238.jpeg,1200,1600,1,1,2515135,339340,raw
image_0239.jpg,image_0239.jpeg,1200,1600,1,1,3385007,368444,raw
image_0240.jpg,image_0240.jpeg,1200,1600,1,1,3080870,230918,raw
image_0241.jpg,image_0241.jpeg,1600,1200,1,1,2960316,281013,raw
image_0242.jpg,image_0242.jpeg,1600,1200,1,1,2834424,281109,raw
image_0243.jpg,image_0243.jpeg,1200,1600,1,1,3110664,285961,raw
image_0244.jpg,image_0244.jpeg,1200,1600,1,1,3310488,258656,raw
image_0245.jpg,image_0245.jpeg,1200,1600,1,1,3223217,342077,raw
image_0246.jpg,image_0246.jpeg,1200,1600,1,1,3166189,331823,raw
image_0247.jpg,image_0247.jpeg,1600,1200,1,1,2636702,226604,raw
image_0248.jpg,image_0248.jpeg,1600,1200,1,1,3402034,329733,raw
image_0249.jpg,image_0249.jpeg,1200,1600,1,1,3129489,326938,raw
image_0250.jpg,image_0250.jpeg,1200,1600,1,1,3682426,467177,raw
image_0251.jpg,image_0251.jpeg,1200,1600,1,1,3116819,268563,raw
image_0252.jpg,image_0252.jpeg,1600,1200,1,1,3009532,248215,raw
image_0253.jpg,image_0253.jpeg,1200,1600,1,1,2750250,275862,raw
image_0254.jpg,image_0254.jpeg,1200,1600,1,1,2568837,256496,raw
image_0255.jpg,image_0255.jpeg,1200,1600,1,1,2999570,333020,raw
image_0256.jpg,image_0256.jpeg,1600,1200,0,0,3241709,314608,raw
image_0257.jpg,image_0257.jpeg,1200,1600,1,1,3062451,381832,raw
image_0258.jpg,image_0258.jpeg,1200,1600,1,1,3131659,353122,raw
image_0259.jpg,image_0259.jpeg,1200,1600,1,1,3462773,424493,raw
image_0260.jpg,image_0260.jpeg,1600,1200,1,1,3665361,338695,raw
image_0261.jpg,image_0261.jpeg,1200,1600,1,1,3029388,330932,raw
image_0262.jpg,image_0262.jpeg,1600,1200,1,1,3206335,315802,raw
image_0263.jpg,image_0263.jpeg,1200,1600,1,1,3223413,333641,raw
image_0264.jpg,image_0264.jpeg,1600,1200,1,1,4003196,396406,raw
image_0265.jpg,image_0265.jpeg,1200,1600,1,1,2859115,274299,raw
image_0266.jpg,image_0266.jpeg,1200,1600,1,1,3187760,438659,raw
image_0267.jpg,image_0267.jpeg,1200,1600,1,1,3149657,360897,raw
image_0268.jpg,image_0268.jpeg,1600,1200,1,1,3482894,372594,raw
image_0269.jpg,image_0269.jpeg,1200,1600,1,1,2675553,231724,raw
image_0270.jpg,image_0270.jpeg,1200,1600,1,1,3231712,245753,raw
image_0271.jpg,image_0271.jpeg,1200,1600,1,1,3363400,365478,raw
image_0272.jpg,image_0272.jpeg,1600,1200,1,1,4085271,416107,raw
image_0273.jpg,image_0273.jpeg,1200,1600,1,1,2768778,298620,raw
image_0274.jpg,image_0274.jpeg,1600,1200,1,1,2895314,257250,raw
image_0275.jpg,image_0275.jpeg,1600,1200,0,0,3419817,347111,raw
image_0276.jpg,image_0276.jpeg,1200,1600,0,0,3624896,355644,raw
image_0277.jpg,image_0277.jpeg,1600,1200,0,0,3103043,362625,raw
image_0278.jpg,image_0278.jpeg,1200,1600,0,0,3018238,321648,raw
image_0279.jpg,image_0279.jpeg,1200,1600,1,1,3106010,284928,raw
image_0280.jpg,image_0280.jpeg,1600,1200,1,1,3666978,299627,raw
image_0281.jpg,image_0281.jpeg,1200,1600,0,0,3062166,380961,raw
image_0282.jpg,image_0282.jpeg,1200,1600,1,1,3649269,350159,raw
image_0283.jpg,image_0283.jpeg,1200,1600,1,1,3323177,321504,raw
image_0284.jpg,image_0284.jpeg,1600,1200,0,0,3861977,398983,raw
image_0285.jpg,image_0285.jpeg,1200,1600,1,1,2541248,355691,raw
image_0286.jpg,image_0286.jpeg,1200,1600,1,1,3393023,351027,raw
image_0287.jpg,image_0287.jpeg,1200,1600,1,1,3184471,336584,raw
image_0288.jpg,image_0288.jpeg,1600,1200,1,1,3684276,354248,raw
image_0289.jpg,image_0289.jpeg,1200,1600,1,1,3044556,314312,raw
image_0290.jpg,image_0290.jpeg,1200,1600,1,1,2901639,309050,raw
image_0291.jpg,image_0291.jpeg,1200,1600,1,1,2917509,260934,raw
image_0292.jpg,image_0292.jpeg,1600,1200,1,1,3571371,306821,raw
image_0293.jpg,image_0293.jpeg,1200,1600,1,1,1811366,298236,raw
image_0294.jpg,image_0294.jpeg,1200,1600,1,1,2190392,343626,raw
image_0295.jpg,image_0295.jpeg,1200,1600,1,1,1768504,287575,raw
image_0296.jpg,image_0296.jpeg,1200,1600,1,1,3429511,346733,raw
image_0297.jpg,image_0297.jpeg,1200,1600,1,1,2482038,413486,raw
image_0298.jpg,image_0298.jpeg,1200,1600,1,1,2604225,300981,raw
image_0299.jpg,image_0299.jpeg,1200,1600,1,1,2137983,262801,raw
image_0300.jpg,image_0300.jpeg,1600,1200,1,1,3177504,266719,raw
image_0301.jpg,image_0301.jpeg,1200,1600,1,1,3087518,208152,raw
image_0302.jpg,image_0302.jpeg,1200,1600,1,1,3169027,214559,raw
image_0303.jpg,image_0303.jpeg,1200,1600,1,1,3818828,387143,raw
image_0304.jpg,image_0304.jpeg,1200,1600,1,1,3711680,363367,raw
image_0305.jpg,image_0305.jpeg,1200,1600,1,1,4068901,388434,raw
image_0306.jpg,image_0306.jpeg,1200,1600,1,1,4211288,399941,raw
image_0307.jpg,image_0307.jpeg,1200,1600,1,1,2993309,229625,raw
image_0308.jpg,image_0308.jpeg,1200,1600,1,1,3392287,236837,raw
image_0309.jpg,image_0309.jpeg,1200,1600,1,1,3588542,256278,raw
image_0310.jpg,image_0310.jpeg,1200,1600,1,1,3680184,271709,raw
image_0311.jpg,image_0311.jpeg,1200,1600,1,1,3510385,277560,raw
image_0312.jpg,image_0312.jpeg,1200,1600,1,1,3429477,288263,raw
image_0313.jpg,image_0313.jpeg,1200,1600,1,1,3329136,253593,raw
image_0314.jpg,image_0314.jpeg,1200,1600,1,1,3588051,301363,raw
image_0315.jpg,image_0315.jpeg,1200,1600,1,1,2638875,210090,raw
image_0316.jpg,image_0316.jpeg,1200,1600,1,1,2867374,217485,raw
image_0317.jpg,image_0317.jpeg,1200,1600,1,1,3889963,366171,raw
image_0318.jpg,image_0318.jpeg,1200,1600,1,1,4219504,365297,raw
image_0319.jpg,image_0319.jpeg,1200,1600,1,1,3404827,252007,raw
image_0320.jpg,image_0320.jpeg,1200,1600,1,1,3436229,283193,raw
image_0321.jpg,image_0321.jpeg,1200,1600,1,1,2491261,185469,raw
image_0322.jpg,image_0322.jpeg,1200,1600,1,1,2638360,206668,raw
image_0323.jpg,image_0323.jpeg,1200,1600,1,1,3122621,221122,raw
image_0324.jpg,image_0324.jpeg,1200,1600,1,1,2739414,222002,raw
image_0325.jpg,image_0325.jpeg,1200,1600,1,1,2824374,244689,raw
image_0326.jpg,image_0326.jpeg,1200,1600,1,1,2783056,240999,raw
image_0327.jpg,image_0327.jpeg,1200,1600,1,1,3035188,247664,raw
image_0328.jpg,image_0328.jpeg,1200,1600,1,1,2844649,222053,raw
image_0329.jpg,image_0329.jpeg,1200,1600,1,1,2820007,220749,raw
image_0330.jpg,image_0330.jpeg,1200,1600,1,1,2838045,231284,raw
image_0331.jpg,image_0331.jpeg,1200,1600,1,1,3114088,302545,raw
image_0332.jpg,image_0332.jpeg,1200,1600,1,1,3102003,269128,raw
image_0333.jpg,image_0333.jpeg,1200,1600,1,1,2940604,292896,raw
image_0334.jpg,image_0334.jpeg,1200,1600,1,1,2807344,263866,raw
image_0335.jpg,image_0335.jpeg,1200,1600,1,1,3480798,326289,raw
image_0336.jpg,image_0336.jpeg,1200,1600,1,1,3324111,301637,raw
image_0337.jpg,image_0337.jpeg,1200,1600,1,1,3152444,346630,raw
image_0338.jpg,image_0338.jpeg,1200,1600,1,1,3441131,339785,raw
image_0339.jpg,image_0339.jpeg,1200,1600,1,1,3218626,301767,raw
image_0340.jpg,image_0340.jpeg,1200,1600,1,1,3923526,335167,raw
image_0341.jpg,image_0341.jpeg,1200,1600,1,1,2555271,204539,raw
image_0342.jpg,image_0342.jpeg,1200,1600,1,1,2830667,186738,raw
image_0343.jpg,image_0343.jpeg,1200,1600,1,1,2933453,233165,raw
image_0344.jpg,image_0344.jpeg,1200,1600,1,1,2886547,239015,raw
image_0345.jpg,image_0345.jpeg,1200,1600,1,1,3178665,253533,raw
