filename,source,source_type,source_index,source_filename,parent_filename,parent_source_index,product_group,sampling_group,sampling_bucket,is_augmented,augmentation_transform,orientation_correction_angle_ccw,split
images/image_0027.jpeg,new_date_real,real_photo,26,KakaoTalk_260915_021734_261.jpeg,KakaoTalk_260915_021734_261.jpeg,26,new_date_pg_026,new_date_pg_026,new_real_photo,0,none,270,train
images/image_0028.jpeg,new_date_real,real_photo,27,KakaoTalk_260915_021734_271.jpeg,KakaoTalk_260915_021734_271.jpeg,27,new_date_pg_027,new_date_pg_027,new_real_photo,0,none,270,train
images/image_0029.jpeg,new_date_real,real_photo,28,KakaoTalk_260915_021735_281.jpeg,KakaoTalk_260915_021735_281.jpeg,28,new_date_pg_028,new_date_pg_028,new_real_photo,0,none,270,train
images/image_0030.jpeg,new_date_real,real_photo,29,KakaoTalk_260915_021735_291.jpeg,KakaoTalk_260915_021735_291.jpeg,29,new_date_pg_029,new_date_pg_029,new_real_photo,0,none,270,train
images/image_0031.jpeg,new_date_real,real_photo,30,KakaoTalk_260915_021755_01.jpeg,KakaoTalk_260915_021755_01.jpeg,30,new_date_pg_030,new_date_pg_030,new_real_photo,0,none,270,train
images/image_0032.jpeg,new_date_real,real_photo,31,KakaoTalk_260915_021755_11.jpeg,KakaoTalk_260915_021755_11.jpeg,31,new_date_pg_031,new_date_pg_031,new_real_photo,0,none,270,train
images/image_0033.jpeg,new_date_real,real_photo,32,KakaoTalk_260915_021756_21.jpeg,KakaoTalk_260915_021756_21.jpeg,32,new_date_pg_032,new_date_pg_032,new_real_photo,0,none,270,train
images/image_0034.jpeg,new_date_real,real_photo,33,KakaoTalk_260915_021756_31.jpeg,KakaoTalk_260915_021756_31.jpeg,33,new_date_pg_033,new_date_pg_033,new_real_photo,0,none,270,train
images/image_0035.jpeg,new_date_real,real_photo,34,KakaoTalk_260915_021756_41.jpeg,KakaoTalk_260915_021756_41.jpeg,34,new_date_pg_034,new_date_pg_034,new_real_photo,0,none,270,train
images/image_0036.jpeg,new_date_real,real_photo,35,KakaoTalk_260915_021757_51.jpeg,KakaoTalk_260915_021757_51.jpeg,35,new_date_pg_035,new_date_pg_035,new_real_photo,0,none,270,train
images/image_0037.jpeg,new_date_real,real_photo,36,KakaoTalk_260915_021757_61.jpeg,KakaoTalk_260915_021757_61.jpeg,36,new_date_pg_036,new_date_pg_036,new_real_photo,0,none,270,train
images/image_0038.jpeg,new_date_real,real_photo,37,KakaoTalk_260915_021757_71.jpeg,KakaoTalk_260915_021757_71.jpeg,37,new_date_pg_037,new_date_pg_037,new_real_photo,0,none,270,train
images/image_0039.jpeg,new_date_real,real_photo,38,KakaoTalk_260915_021758_101.jpeg,KakaoTalk_260915_021758_101.jpeg,38,new_date_pg_038,new_date_pg_038,new_real_photo,0,none,270,train
images/image_0040.jpeg,new_date_real,real_photo,39,KakaoTalk_260915_021758_111.jpeg,KakaoTalk_260915_021758_111.jpeg,39,new_date_pg_039,new_date_pg_039,new_real_photo,0,none,270,train
images/image_0041.jpeg,new_date_real,real_photo,40,KakaoTalk_260915_021758_81.jpeg,KakaoTalk_260915_021758_81.jpeg,40,new_date_pg_040,new_date_pg_040,new_real_photo,0,none,270,train
images/image_0042.jpeg,new_date_real,real_photo,41,KakaoTalk_260915_021758_91.jpeg,KakaoTalk_260915_021758_91.jpeg,41,new_date_pg_041,new_date_pg_041,new_real_photo,0,none,270,train
images/image_0043.jpeg,new_date_real,real_photo,42,KakaoTalk_260915_021759_121.jpeg,KakaoTalk_260915_021759_121.jpeg,42,new_date_pg_042,new_date_pg_042,new_real_photo,0,none,270,train
images/image_0044.jpeg,new_date_real,real_photo,43,KakaoTalk_260915_021759_131.jpeg,KakaoTalk_260915_021759_131.jpeg,43,new_date_pg_043,new_date_pg_043,new_real_photo,0,none,270,train
images/image_0045.jpeg,new_date_real,real_photo,44,KakaoTalk_260915_021759_141.jpeg,KakaoTalk_260915_021759_141.jpeg,44,new_date_pg_044,new_date_pg_044,new_real_photo,0,none,270,train
images/image_0046.jpeg,new_date_real,real_photo,45,KakaoTalk_260915_021759_151.jpeg,KakaoTalk_260915_021759_151.jpeg,45,new_date_pg_045,new_date_pg_045,new_real_photo,0,none,270,train
images/image_0047.jpeg,new_date_real,real_photo,46,KakaoTalk_260915_021834_01.jpeg,KakaoTalk_260915_021834_01.jpeg,46,new_date_pg_046,new_date_pg_046,new_real_photo,0,none,270,train
images/image_0048.jpeg,new_date_real,real_photo,47,KakaoTalk_260915_021834_11.jpeg,KakaoTalk_260915_021834_11.jpeg,47,new_date_pg_047,new_date_pg_047,new_real_photo,0,none,270,train
images/image_0049.jpeg,new_date_real,real_photo,48,KakaoTalk_260915_021835_21.jpeg,KakaoTalk_260915_021835_21.jpeg,48,new_date_pg_048,new_date_pg_048,new_real_photo,0,none,270,train
images/image_0050.jpeg,new_date_real,real_photo,49,KakaoTalk_260915_021835_31.jpeg,KakaoTalk_260915_021835_31.jpeg,49,new_date_pg_049,new_date_pg_049,new_real_photo,0,none,270,train
images/image_0051.jpeg,new_date_real,real_photo,50,KakaoTalk_260915_021835_41.jpeg,KakaoTalk_260915_021835_41.jpeg,50,new_date_pg_050,new_date_pg_050,new_real_photo,0,none,270,train
images/image_0052.jpeg,new_date_real,real_photo,51,KakaoTalk_260915_021835_51.jpeg,KakaoTalk_260915_021835_51.jpeg,51,new_date_pg_051,new_date_pg_051,new_real_photo,0,none,270,train
images/image_0053.jpeg,new_date_real,real_photo,52,KakaoTalk_260915_021835_61.jpeg,KakaoTalk_260915_021835_61.jpeg,52,new_date_pg_052,new_date_pg_052,new_real_photo,0,none,270,train
images/image_0054.jpeg,new_date_real,real_photo,53,KakaoTalk_260915_021836_101.jpeg,KakaoTalk_260915_021836_101.jpeg,53,new_date_pg_053,new_date_pg_053,new_real_photo,0,none,270,train
images/image_0055.jpeg,new_date_real,real_photo,54,KakaoTalk_260915_021836_71.jpeg,KakaoTalk_260915_021836_71.jpeg,54,new_date_pg_054,new_date_pg_054,new_real_photo,0,none,270,train
images/image_0056.jpeg,new_date_real,real_photo,55,KakaoTalk_260915_021836_81.jpeg,KakaoTalk_260915_021836_81.jpeg,55,new_date_pg_055,new_date_pg_055,new_real_photo,0,none,270,train
images/image_0057.jpeg,new_date_real,real_photo,56,KakaoTalk_260915_021836_91.jpeg,KakaoTalk_260915_021836_91.jpeg,56,new_date_pg_056,new_date_pg_056,new_real_photo,0,none,270,train
images/image_0058.jpeg,new_date_real,real_photo,57,KakaoTalk_260915_021837_111.jpeg,KakaoTalk_260915_021837_111.jpeg,57,new_date_pg_057,new_date_pg_057,new_real_photo,0,none,270,train
images/image_0059.jpeg,new_date_real,real_photo,58,KakaoTalk_260915_021837_121.jpeg,KakaoTalk_260915_021837_121.jpeg,58,new_date_pg_058,new_date_pg_058,new_real_photo,0,none,270,train
images/image_0060.jpeg,new_date_real,real_photo,59,KakaoTalk_260915_021837_131.jpeg,KakaoTalk_260915_021837_131.jpeg,59,new_date_pg_059,new_date_pg_059,new_real_photo,0,none,270,train
images/image_0061.jpeg,new_date_real,real_photo,60,KakaoTalk_260915_021837_141.jpeg,KakaoTalk_260915_021837_141.jpeg,60,new_date_pg_060,new_date_pg_060,new_real_photo,0,none,270,train
images/image_0062.jpeg,new_date_real,real_photo,61,KakaoTalk_260915_021837_151.jpeg,KakaoTalk_260915_021837_151.jpeg,61,new_date_pg_061,new_date_pg_061,new_real_photo,0,none,270,train
images/image_0063.jpeg,new_date_real,real_photo,62,KakaoTalk_260915_021838_161.jpeg,KakaoTalk_260915_021838_161.jpeg,62,new_date_pg_062,new_date_pg_062,new_real_photo,0,none,270,train
images/image_0064.jpeg,new_date_real,real_photo,63,KakaoTalk_260915_021838_171.jpeg,KakaoTalk_260915_021838_171.jpeg,63,new_date_pg_063,new_date_pg_063,new_real_photo,0,none,270,train
images/image_0065.jpeg,new_date_real,real_photo,64,KakaoTalk_260915_021838_181.jpeg,KakaoTalk_260915_021838_181.jpeg,64,new_date_pg_064,new_date_pg_064,new_real_photo,0,none,270,train
images/image_0066.jpeg,new_date_real,real_photo,65,KakaoTalk_260915_021838_191.jpeg,KakaoTalk_260915_021838_191.jpeg,65,new_date_pg_065,new_date_pg_065,new_real_photo,0,none,270,train
images/image_0067.jpeg,new_date_real,real_photo,66,KakaoTalk_260915_021839_201.jpeg,KakaoTalk_260915_021839_201.jpeg,66,new_date_pg_066,new_date_pg_066,new_real_photo,0,none,90,train
images/image_0068.jpeg,new_date_real,real_photo,67,KakaoTalk_260915_021839_211.jpeg,KakaoTalk_260915_021839_211.jpeg,67,new_date_pg_067,new_date_pg_067,new_real_photo,0,none,270,train
images/image_0069.jpeg,new_date_real,real_photo,68,KakaoTalk_260915_021839_221.jpeg,KakaoTalk_260915_021839_221.jpeg,68,new_date_pg_068,new_date_pg_068,new_real_photo,0,none,270,train
images/image_0070.jpeg,new_date_real,real_photo,69,KakaoTalk_260915_021840_231.jpeg,KakaoTalk_260915_021840_231.jpeg,69,new_date_pg_069,new_date_pg_069,new_real_photo,0,none,270,train
images/image_0071.jpeg,new_date_real,real_photo,70,KakaoTalk_260915_021840_241.jpeg,KakaoTalk_260915_021840_241.jpeg,70,new_date_pg_070,new_date_pg_070,new_real_photo,0,none,270,train
images/image_0072.jpeg,new_date_real,real_photo,71,KakaoTalk_260915_021840_251.jpeg,KakaoTalk_260915_021840_251.jpeg,71,new_date_pg_071,new_date_pg_071,new_real_photo,0,none,270,train
images/image_0073.jpeg,new_date_real,real_photo,72,KakaoTalk_260915_021841_261.jpeg,KakaoTalk_260915_021841_261.jpeg,72,new_date_pg_072,new_date_pg_072,new_real_photo,0,none,270,train
images/image_0074.jpeg,new_date_real,real_photo,73,KakaoTalk_260915_021841_271.jpeg,KakaoTalk_260915_021841_271.jpeg,73,new_date_pg_073,new_date_pg_073,new_real_photo,0,none,270,train
images/image_0075.jpeg,new_date_real,real_photo,74,KakaoTalk_260915_021841_281.jpeg,KakaoTalk_260915_021841_281.jpeg,74,new_date_pg_074,new_date_pg_074,new_real_photo,0,none,270,train
images/image_0076.jpeg,new_date_real,real_photo,75,KakaoTalk_260915_021841_291.jpeg,KakaoTalk_260915_021841_291.jpeg,75,new_date_pg_075,new_date_pg_075,new_real_photo,0,none,270,train
images/image_0077.jpeg,new_date_real,real_photo,76,KakaoTalk_Photo_2026-09-15-03-47-01 001.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 001.jpeg,76,new_date_pg_076,new_date_pg_076,new_real_photo,0,none,180,train
images/image_0078.jpeg,new_date_real,real_photo,77,KakaoTalk_Photo_2026-09-15-03-47-01 002.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 002.jpeg,77,new_date_pg_077,new_date_pg_077,new_real_photo,0,none,0,train
images/image_0079.jpeg,new_date_real,real_photo,78,KakaoTalk_Photo_2026-09-15-03-47-01 003.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 003.jpeg,78,new_date_pg_078,new_date_pg_078,new_real_photo,0,none,0,train
images/image_0080.jpeg,new_date_real,real_photo,79,KakaoTalk_Photo_2026-09-15-03-47-01 004.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 004.jpeg,79,new_date_pg_079,new_date_pg_079,new_real_photo,0,none,0,train
images/image_0081.jpeg,new_date_real,real_photo,80,KakaoTalk_Photo_2026-09-15-03-47-01 005.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 005.jpeg,80,new_date_pg_080,new_date_pg_080,new_real_photo,0,none,0,train
images/image_0082.jpeg,new_date_real,real_photo,81,KakaoTalk_Photo_2026-09-15-03-47-01 006.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 006.jpeg,81,new_date_pg_081,new_date_pg_081,new_real_photo,0,none,0,train
images/image_0083.jpeg,new_date_real,real_photo,82,KakaoTalk_Photo_2026-09-15-03-47-01 007.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 007.jpeg,82,new_date_pg_082,new_date_pg_082,new_real_photo,0,none,0,train
images/image_0084.jpeg,new_date_real,real_photo,83,KakaoTalk_Photo_2026-09-15-03-47-01 008.jpeg,KakaoTalk_Photo_2026-09-15-03-47-01 008.jpeg,83,new_date_pg_083,new_date_pg_083,new_real_photo,0,none,0,train
images/image_0085.jpeg,new_date_real,real_photo,84,KakaoTalk_Photo_2026-09-15-03-47-02 009.jpeg,KakaoTalk_Photo_2026-09-15-03-47-02 009.jpeg,84,new_date_pg_084,new_date_pg_084,new_real_photo,0,none,0,train
images/image_0086.jpeg,new_date_real,real_photo,85,KakaoTalk_Photo_2026-09-15-03-47-02 010.jpeg,KakaoTalk_Photo_2026-09-15-03-47-02 010.jpeg,85,new_date_pg_085,new_date_pg_085,new_real_photo,0,none,0,train
images/image_0087.jpeg,new_date_real,real_photo,86,KakaoTalk_Photo_2026-09-15-03-47-03 011.jpeg,KakaoTalk_Photo_2026-09-15-03-47-03 011.jpeg,86,new_date_pg_086,new_date_pg_086,new_real_photo,0,none,0,train
images/image_0088.jpeg,new_date_real,real_photo,87,KakaoTalk_Photo_2026-09-15-03-47-03 012.jpeg,KakaoTalk_Photo_2026-09-15-03-47-03 012.jpeg,87,new_date_pg_087,new_date_pg_087,new_real_photo,0,none,0,train
images/image_0089.jpeg,new_date_real,real_photo,88,KakaoTalk_Photo_2026-09-15-03-47-04 013.jpeg,KakaoTalk_Photo_2026-09-15-03-47-04 013.jpeg,88,new_date_pg_088,new_date_pg_088,new_real_photo,0,none,0,train
images/image_0090.jpeg,new_date_real,real_photo,89,KakaoTalk_Photo_2026-09-15-03-47-04 014.jpeg,KakaoTalk_Photo_2026-09-15-03-47-04 014.jpeg,89,new_date_pg_089,new_date_pg_089,new_real_photo,0,none,0,train
images/image_0091.jpeg,new_date_real,real_photo,90,KakaoTalk_Photo_2026-09-15-03-47-05 015.jpeg,KakaoTalk_Photo_2026-09-15-03-47-05 015.jpeg,90,new_date_pg_090,new_date_pg_090,new_real_photo,0,none,0,train
images/image_0092.jpeg,new_date_real,real_photo,91,KakaoTalk_Photo_2026-09-15-03-47-05 016.jpeg,KakaoTalk_Photo_2026-09-15-03-47-05 016.jpeg,91,new_date_pg_091,new_date_pg_091,new_real_photo,0,none,270,train
images/image_0093.jpeg,new_date_real,real_photo,92,KakaoTalk_Photo_2026-09-15-03-47-06 017.jpeg,KakaoTalk_Photo_2026-09-15-03-47-06 017.jpeg,92,new_date_pg_092,new_date_pg_092,new_real_photo,0,none,270,train
images/image_0094.jpeg,new_date_real,real_photo,93,KakaoTalk_Photo_2026-09-15-03-47-07 018.jpeg,KakaoTalk_Photo_2026-09-15-03-47-07 018.jpeg,93,new_date_pg_093,new_date_pg_093,new_real_photo,0,none,0,train
images/image_0095.jpeg,new_date_real,real_photo,94,KakaoTalk_Photo_2026-09-15-03-47-07 019.jpeg,KakaoTalk_Photo_2026-09-15-03-47-07 019.jpeg,94,new_date_pg_094,new_date_pg_094,new_real_photo,0,none,0,train
images/image_0096.jpeg,new_date_real,real_photo,95,KakaoTalk_Photo_2026-09-15-03-47-08 020.jpeg,KakaoTalk_Photo_2026-09-15-03-47-08 020.jpeg,95,new_date_pg_095,new_date_pg_095,new_real_photo,0,none,0,train
images/image_0097.jpeg,new_date_real,real_photo,96,KakaoTalk_Photo_2026-09-15-03-47-09 021.jpeg,KakaoTalk_Photo_2026-09-15-03-47-09 021.jpeg,96,new_date_pg_096,new_date_pg_096,new_real_photo,0,none,0,train
images/image_0098.jpeg,new_date_real,real_photo,97,KakaoTalk_Photo_2026-09-15-03-47-09 022.jpeg,KakaoTalk_Photo_2026-09-15-03-47-09 022.jpeg,97,new_date_pg_097,new_date_pg_097,new_real_photo,0,none,270,train
images/image_0099.jpeg,new_date_real,real_photo,98,KakaoTalk_Photo_2026-09-15-03-47-10 023.jpeg,KakaoTalk_Photo_2026-09-15-03-47-10 023.jpeg,98,new_date_pg_098,new_date_pg_098,new_real_photo,0,none,270,train
images/image_0100.jpeg,new_date_real,real_photo,99,KakaoTalk_Photo_2026-09-15-03-47-10 024.jpeg,KakaoTalk_Photo_2026-09-15-03-47-10 024.jpeg,99,new_date_pg_099,new_date_pg_099,new_real_photo,0,none,0,train
images/image_0101.jpeg,new_date_real,real_photo,100,KakaoTalk_Photo_2026-09-15-03-47-11 025.jpeg,KakaoTalk_Photo_2026-09-15-03-47-11 025.jpeg,100,new_date_pg_100,new_date_pg_100,new_real_photo,0,none,0,train
images/image_0102.jpeg,new_date_real,real_photo,101,KakaoTalk_Photo_2026-09-15-03-47-11 026.jpeg,KakaoTalk_Photo_2026-09-15-03-47-11 026.jpeg,101,new_date_pg_101,new_date_pg_101,new_real_photo,0,none,270,train
images/image_0103.jpeg,new_date_real,real_photo,102,KakaoTalk_Photo_2026-09-15-03-47-12 027.jpeg,KakaoTalk_Photo_2026-09-15-03-47-12 027.jpeg,102,new_date_pg_102,new_date_pg_102,new_real_photo,0,none,270,train
images/image_0104.jpeg,new_date_real,real_photo,103,KakaoTalk_Photo_2026-09-15-03-47-13 028.jpeg,KakaoTalk_Photo_2026-09-15-03-47-13 028.jpeg,103,new_date_pg_103,new_date_pg_103,new_real_photo,0,none,0,train
images/image_0105.jpeg,new_date_real,real_photo,104,KakaoTalk_Photo_2026-09-15-03-47-13 029.jpeg,KakaoTalk_Photo_2026-09-15-03-47-13 029.jpeg,104,new_date_pg_104,new_date_pg_104,new_real_photo,0,none,270,train
images/image_0106.jpeg,new_date_real,real_photo,105,KakaoTalk_Photo_2026-09-15-03-47-14 030.jpeg,KakaoTalk_Photo_2026-09-15-03-47-14 030.jpeg,105,new_date_pg_105,new_date_pg_105,new_real_photo,0,none,270,train
images/image_0107.jpeg,new_date_real,real_photo,106,KakaoTalk_Photo_2026-09-15-03-47-57 001.jpeg,KakaoTalk_Photo_2026-09-15-03-47-57 001.jpeg,106,new_date_pg_106,new_date_pg_106,new_real_photo,0,none,270,train
images/image_0108.jpeg,new_date_real,real_photo,107,KakaoTalk_Photo_2026-09-15-03-47-57 002.jpeg,KakaoTalk_Photo_2026-09-15-03-47-57 002.jpeg,107,new_date_pg_107,new_date_pg_107,new_real_photo,0,none,270,train
images/image_0109.jpeg,new_date_real,real_photo,108,KakaoTalk_Photo_2026-09-15-03-47-57 003.jpeg,KakaoTalk_Photo_2026-09-15-03-47-57 003.jpeg,108,new_date_pg_108,new_date_pg_108,new_real_photo,0,none,270,train
images/image_0110.jpeg,new_date_real,real_photo,109,KakaoTalk_Photo_2026-09-15-03-47-58 004.jpeg,KakaoTalk_Photo_2026-09-15-03-47-58 004.jpeg,109,new_date_pg_109,new_date_pg_109,new_real_photo,0,none,270,train
images/image_0111.jpeg,new_date_real,real_photo,110,KakaoTalk_Photo_2026-09-15-03-47-59 005.jpeg,KakaoTalk_Photo_2026-09-15-03-47-59 005.jpeg,110,new_date_pg_110,new_date_pg_110,new_real_photo,0,none,270,train
images/image_0112.jpeg,new_date_real,real_photo,111,KakaoTalk_Photo_2026-09-15-03-47-59 006.jpeg,KakaoTalk_Photo_2026-09-15-03-47-59 006.jpeg,111,new_date_pg_111,new_date_pg_111,new_real_photo,0,none,270,train
images/image_0113.jpeg,new_date_real,real_photo,112,KakaoTalk_Photo_2026-09-15-03-48-00 007.jpeg,KakaoTalk_Photo_2026-09-15-03-48-00 007.jpeg,112,new_date_pg_112,new_date_pg_112,new_real_photo,0,none,0,train
images/image_0114.jpeg,new_date_real,real_photo,113,KakaoTalk_Photo_2026-09-15-03-48-00 008.jpeg,KakaoTalk_Photo_2026-09-15-03-48-00 008.jpeg,113,new_date_pg_113,new_date_pg_113,new_real_photo,0,none,0,train
images/image_0115.jpeg,new_date_real,real_photo,114,KakaoTalk_Photo_2026-09-15-03-48-01 009.jpeg,KakaoTalk_Photo_2026-09-15-03-48-01 009.jpeg,114,new_date_pg_114,new_date_pg_114,new_real_photo,0,none,0,train
images/image_0116.jpeg,new_date_real,real_photo,115,KakaoTalk_Photo_2026-09-15-03-48-02 010.jpeg,KakaoTalk_Photo_2026-09-15-03-48-02 010.jpeg,115,new_date_pg_115,new_date_pg_115,new_real_photo,0,none,270,train
images/image_0117.jpeg,new_date_real,real_photo,116,KakaoTalk_Photo_2026-09-15-03-48-02 011.jpeg,KakaoTalk_Photo_2026-09-15-03-48-02 011.jpeg,116,new_date_pg_116,new_date_pg_116,new_real_photo,0,none,270,train
images/image_0118.jpeg,new_date_real,real_photo,117,KakaoTalk_Photo_2026-09-15-03-48-03 012.jpeg,KakaoTalk_Photo_2026-09-15-03-48-03 012.jpeg,117,new_date_pg_117,new_date_pg_117,new_real_photo,0,none,270,train
images/image_0119.jpeg,new_date_real,real_photo,118,KakaoTalk_Photo_2026-09-15-03-48-04 013.jpeg,KakaoTalk_Photo_2026-09-15-03-48-04 013.jpeg,118,new_date_pg_118,new_date_pg_118,new_real_photo,0,none,270,train
images/image_0120.jpeg,new_date_real,real_photo,119,KakaoTalk_Photo_2026-09-15-03-48-04 014.jpeg,KakaoTalk_Photo_2026-09-15-03-48-04 014.jpeg,119,new_date_pg_119,new_date_pg_119,new_real_photo,0,none,0,train
images/image_0121.jpeg,new_date_real,real_photo,120,KakaoTalk_Photo_2026-09-15-03-48-05 015.jpeg,KakaoTalk_Photo_2026-09-15-03-48-05 015.jpeg,120,new_date_pg_120,new_date_pg_120,new_real_photo,0,none,0,train
images/image_0122.jpeg,new_date_real,real_photo,121,KakaoTalk_Photo_2026-09-15-03-48-06 016.jpeg,KakaoTalk_Photo_2026-09-15-03-48-06 016.jpeg,121,new_date_pg_121,new_date_pg_121,new_real_photo,0,none,270,train
images/image_0123.jpeg,new_date_real,real_photo,122,KakaoTalk_Photo_2026-09-15-03-48-06 017.jpeg,KakaoTalk_Photo_2026-09-15-03-48-06 017.jpeg,122,new_date_pg_122,new_date_pg_122,new_real_photo,0,none,270,train
images/image_0124.jpeg,new_date_real,real_photo,123,KakaoTalk_Photo_2026-09-15-03-48-07 018.jpeg,KakaoTalk_Photo_2026-09-15-03-48-07 018.jpeg,123,new_date_pg_123,new_date_pg_123,new_real_photo,0,none,270,train
images/image_0125.jpeg,new_date_real,real_photo,124,KakaoTalk_Photo_2026-09-15-03-48-07 019.jpeg,KakaoTalk_Photo_2026-09-15-03-48-07 019.jpeg,124,new_date_pg_124,new_date_pg_124,new_real_photo,0,none,270,train
